state,year,age,stname,pmu,pru,pmuse,pruse,year0,mmlf,mmll,mml_1,mml0,mml1,mml2,treated,treatex,mmlwall,wall
"Idaho",2007,"12+y","Idaho",5.72,37.02,.5510204,1.403061,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2007,"12-17y","Idaho",6.97,36.82,.7193878,1.760204,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2007,"18-25y","Idaho",14.5,24.31,1.403061,1.530612,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2007,"26+y","Idaho",3.98,39.32,.5663266,1.760204,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2008,"12+y","Idaho",5.91,33.56,.5688776,1.454082,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2008,"12-17y","Idaho",7.44,33.84,.8622449,1.785714,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2008,"18-25y","Idaho",14.13,21.11,1.377551,1.454082,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Idaho",2008,"26+y","Idaho",4.25,35.71,.619898,1.811224,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2002,"12+y","Illinois",5.6,38.54,.2959184,.8673469,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2002,"12-17y","Illinois",7.61,33.22,.4872449,.9693878,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2002,"18-25y","Illinois",17.43,22.9,.7908163,.8673469,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2002,"26+y","Illinois",3.23,42.05,.3265306,1.096939,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2003,"12+y","Illinois",5.74,38.18,.2908163,.7908163,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2003,"12-17y","Illinois",6.34,34.52,.4668367,.9693878,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2003,"18-25y","Illinois",16.64,24.74,.8163266,.8928571,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2003,"26+y","Illinois",3.72,41.08,.3367347,1.045918,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2004,"12+y","Illinois",5.59,38.61,.2704082,.8418368,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2004,"12-17y","Illinois",6.35,34.71,.4617347,1.020408,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2004,"18-25y","Illinois",15.94,25.04,.7653061,.9438776,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2004,"26+y","Illinois",3.63,41.57,.3239796,1.096939,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2005,"12+y","Illinois",5.36,38.9,.2755102,.8418368,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2005,"12-17y","Illinois",6.73,36.2,.4795918,.994898,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2005,"18-25y","Illinois",15.36,25.46,.7908163,.9438776,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2005,"26+y","Illinois",3.38,41.68,.3367347,1.096939,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2006,"12+y","Illinois",5.44,38.85,.2857143,.8163266,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2006,"12-17y","Illinois",6.14,36.06,.4209184,.994898,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2006,"18-25y","Illinois",15.51,24.16,.8418368,.9438776,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2006,"26+y","Illinois",3.55,41.86,.3188775,1.045918,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2007,"12+y","Illinois",5.43,38.17,.2857143,.8673469,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2007,"12-17y","Illinois",6.21,35.06,.4285714,.994898,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2007,"18-25y","Illinois",14.57,23.5,.7653061,.8673469,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2007,"26+y","Illinois",3.68,41.22,.3418367,1.122449,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2008,"12+y","Illinois",5.89,36.1,.3035714,.8418368,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2008,"12-17y","Illinois",7.26,32.75,.5076531,.994898,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2008,"18-25y","Illinois",16.16,22.3,.8163266,.8673469,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Illinois",2008,"26+y","Illinois",3.86,39.04,.3545918,1.045918,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2002,"12+y","Indiana",6.12,41.91,.5994898,1.556122,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2002,"12-17y","Indiana",7.37,36.55,.8903061,1.785714,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2002,"18-25y","Indiana",17.19,24.32,1.505102,1.607143,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2002,"26+y","Indiana",3.91,45.9,.6607143,1.964286,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2003,"12+y","Indiana",5.59,41.23,.5255102,1.505102,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2003,"12-17y","Indiana",7.61,36.31,.9158163,1.836735,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2003,"18-25y","Indiana",14.7,24.06,1.352041,1.556122,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2003,"26+y","Indiana",3.63,45.09,.5382653,1.887755,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2004,"12+y","Indiana",5.12,39.6,.4744898,1.632653,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2004,"12-17y","Indiana",6.54,34.56,.8545918,1.836735,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2004,"18-25y","Indiana",14.37,24.4,1.352041,1.632653,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2004,"26+y","Indiana",3.24,43.09,.5178571,2.040816,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2005,"12+y","Indiana",5.53,39.09,.5102041,1.581633,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2005,"12-17y","Indiana",6.17,34.64,.7602041,1.785714,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2005,"18-25y","Indiana",15.6,24.28,1.403061,1.683674,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2005,"26+y","Indiana",3.63,42.38,.5331632,1.964286,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2006,"12+y","Indiana",6.02,37.64,.5127551,1.505102,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2006,"12-17y","Indiana",7.36,36.02,.7372449,1.760204,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2006,"18-25y","Indiana",16.19,22.72,1.352041,1.505102,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2006,"26+y","Indiana",4.06,40.47,.5280612,1.836735,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2007,"12+y","Indiana",6.26,38.04,.5943878,1.505102,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2007,"12-17y","Indiana",7.55,36.12,.7831632,1.811224,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2007,"18-25y","Indiana",16.87,22.93,1.454082,1.505102,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2007,"26+y","Indiana",4.29,40.86,.6454082,1.811224,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2008,"12+y","Indiana",6.11,35.3,.5739796,1.530612,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2008,"12-17y","Indiana",7.23,33.51,.869898,1.811224,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2008,"18-25y","Indiana",16.47,20.33,1.556122,1.479592,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Indiana",2008,"26+y","Indiana",4.21,38.06,.625,1.862245,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2002,"12+y","Iowa",4.9,44.24,.5127551,1.632653,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2002,"12-17y","Iowa",7.1,40.63,.8418368,1.913265,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2002,"18-25y","Iowa",13.14,26.8,1.326531,1.785714,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2002,"26+y","Iowa",3.04,48.03,.5561224,2.040816,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2003,"12+y","Iowa",4.7,41.44,.4770408,1.658163,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2003,"12-17y","Iowa",6.38,40.6,.8367347,1.989796,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2003,"18-25y","Iowa",13.09,25.08,1.30102,1.709184,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2003,"26+y","Iowa",2.9,44.63,.497449,2.091837,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2004,"12+y","Iowa",4.24,39.17,.4183674,1.607143,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2004,"12-17y","Iowa",5.98,36.86,.8316327,2.040816,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2004,"18-25y","Iowa",11.68,24.51,1.232143,1.734694,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2004,"26+y","Iowa",2.64,42.17,.4387755,2.015306,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2005,"12+y","Iowa",4.66,39.61,.4464286,1.479592,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2005,"12-17y","Iowa",6.55,34.76,.8571429,1.887755,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2005,"18-25y","Iowa",12.85,24.16,1.326531,1.734694,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2005,"26+y","Iowa",2.92,43.07,.4489796,1.836735,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2006,"12+y","Iowa",3.84,38.92,.4056122,1.479592,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2006,"12-17y","Iowa",5.57,37.18,.6683673,1.734694,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2006,"18-25y","Iowa",10.46,25.23,1.267857,1.709184,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2006,"26+y","Iowa",2.41,41.64,.3673469,1.785714,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2007,"12+y","Iowa",3.23,38.18,.3673469,1.403061,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2007,"12-17y","Iowa",5.02,40.45,.6326531,1.760204,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2007,"18-25y","Iowa",8.52,24.9,1.096939,1.581633,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2007,"26+y","Iowa",2.05,40.26,.375,1.709184,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2008,"12+y","Iowa",4.46,35.3,.4821429,1.530612,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2008,"12-17y","Iowa",6.84,37.15,.8647959,1.862245,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2008,"18-25y","Iowa",11.54,20.3,1.290816,1.428571,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Iowa",2008,"26+y","Iowa",2.92,37.72,.4846939,1.862245,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2002,"12+y","Kansas",4.91,42.85,.5178571,1.709184,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2002,"12-17y","Kansas",7.39,38.79,.9234694,1.964286,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2002,"18-25y","Kansas",13.92,24.23,1.326531,1.632653,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2002,"26+y","Kansas",2.79,47.07,.5357143,2.117347,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2003,"12+y","Kansas",5.02,43.51,.5076531,1.683674,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2003,"12-17y","Kansas",7.63,41.37,.9158163,2.066327,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2003,"18-25y","Kansas",13.6,25.68,1.377551,1.734694,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2003,"26+y","Kansas",2.97,47.32,.5382653,2.091837,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2004,"12+y","Kansas",5.27,39.83,.5,1.658163,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2004,"12-17y","Kansas",6.79,36.93,.8852041,1.964286,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2004,"18-25y","Kansas",13.88,23.94,1.428571,1.709184,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2004,"26+y","Kansas",3.38,43.33,.5433673,2.091837,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2005,"12+y","Kansas",5.81,37.07,.5586734,1.505102,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2005,"12-17y","Kansas",6.57,35.02,.7984694,1.760204,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2005,"18-25y","Kansas",14.77,20.27,1.403061,1.632653,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2005,"26+y","Kansas",3.99,40.57,.5943878,1.887755,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2006,"12+y","Kansas",5.61,39.63,.5255102,1.530612,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2006,"12-17y","Kansas",6.97,40.02,.7678571,1.811224,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2006,"18-25y","Kansas",14.67,23.98,1.505102,1.811224,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2006,"26+y","Kansas",3.71,42.55,.5076531,1.862245,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2007,"12+y","Kansas",5.07,38.43,.5357143,1.556122,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2007,"12-17y","Kansas",6.21,38.55,.6989796,1.989796,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2007,"18-25y","Kansas",13.38,23.76,1.352041,1.683674,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2007,"26+y","Kansas",3.35,41.18,.5586734,1.913265,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2008,"12+y","Kansas",5.03,36.84,.5561224,1.683674,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2008,"12-17y","Kansas",5.95,34.29,.8035714,1.964286,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2008,"18-25y","Kansas",12.94,20.6,1.403061,1.530612,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kansas",2008,"26+y","Kansas",3.43,40.21,.5739796,2.091837,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2002,"12+y","Kentucky",5.62,41.86,.5663266,1.658163,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2002,"12-17y","Kentucky",8.16,38.83,.9540817,1.811224,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2002,"18-25y","Kentucky",14.15,26.11,1.326531,1.734694,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2002,"26+y","Kentucky",3.82,44.97,.6581632,2.040816,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2003,"12+y","Kentucky",6.44,41.4,.5943878,1.632653,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2003,"12-17y","Kentucky",8.75,39.21,.9668368,1.862245,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2003,"18-25y","Kentucky",15.47,27.77,1.326531,1.632653,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2003,"26+y","Kentucky",4.58,44.04,.6530612,2.040816,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2004,"12+y","Kentucky",6.11,42.34,.5612245,1.632653,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2004,"12-17y","Kentucky",7.73,38.05,.9081632,1.785714,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2004,"18-25y","Kentucky",14.68,30.16,1.454082,1.811224,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2004,"26+y","Kentucky",4.45,44.96,.619898,2.015306,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2005,"12+y","Kentucky",4.93,44.78,.5,1.607143,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2005,"12-17y","Kentucky",6.59,37.07,.8010204,1.836735,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2005,"18-25y","Kentucky",13.96,29.07,1.454082,1.811224,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2005,"26+y","Kentucky",3.24,48.32,.5178571,1.938776,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2006,"12+y","Kentucky",5.79,43.02,.5306122,1.530612,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2006,"12-17y","Kentucky",7.06,38.86,.7780612,1.785714,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2006,"18-25y","Kentucky",17.08,25.69,1.428571,1.683674,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2006,"26+y","Kentucky",3.85,46.27,.5331632,1.811224,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2007,"12+y","Kentucky",5.61,43.03,.5561224,1.581633,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2007,"12-17y","Kentucky",6.42,39.99,.7295918,1.836735,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2007,"18-25y","Kentucky",15.87,26.26,1.505102,1.658163,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2007,"26+y","Kentucky",3.9,46.04,.5561224,1.887755,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2008,"12+y","Kentucky",4.81,41.46,.5102041,1.658163,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2008,"12-17y","Kentucky",5.23,39.32,.7168368,1.862245,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2008,"18-25y","Kentucky",14.19,24.39,1.403061,1.581633,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Kentucky",2008,"26+y","Kentucky",3.29,44.39,.5076531,2.040816,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2002,"12+y","Louisiana",5.77,45.73,.5408163,1.581633,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2002,"12-17y","Louisiana",6.92,37.94,.8647959,1.913265,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2002,"18-25y","Louisiana",17.04,25.31,1.428571,1.581633,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2002,"26+y","Louisiana",3.33,51.01,.6045918,2.015306,"2002-3","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2003,"12+y","Louisiana",5.25,45.66,.4642857,1.556122,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2003,"12-17y","Louisiana",6.45,37.04,.7755102,1.862245,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2003,"18-25y","Louisiana",14.91,28.15,1.30102,1.632653,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2003,"26+y","Louisiana",3.12,50.49,.494898,2.015306,"2003-4","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2004,"12+y","Louisiana",5.54,42.44,.5076531,1.607143,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2004,"12-17y","Louisiana",5.75,38.04,.7933673,1.887755,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2004,"18-25y","Louisiana",14.74,27.23,1.377551,1.785714,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2004,"26+y","Louisiana",3.65,46.18,.5586734,2.066327,"2004-5","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2005,"12+y","Louisiana",5.55,44.73,.5433673,1.683674,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2005,"12-17y","Louisiana",5.65,39.92,.7627551,1.836735,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2005,"18-25y","Louisiana",14.87,28.93,1.454082,1.887755,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2005,"26+y","Louisiana",3.7,48.55,.5867347,2.142857,"2005-6","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2006,"12+y","Louisiana",5.36,45.43,.505102,1.632653,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2006,"12-17y","Louisiana",5.76,38.81,.7091837,1.887755,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2006,"18-25y","Louisiana",13.89,30.45,1.352041,1.836735,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2006,"26+y","Louisiana",3.66,49.26,.5255102,1.989796,"2006-7","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2007,"12+y","Louisiana",5,43.57,.5153061,1.556122,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2007,"12-17y","Louisiana",5.23,38.55,.6377551,1.862245,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2007,"18-25y","Louisiana",13.62,29.38,1.377551,1.760204,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2007,"26+y","Louisiana",3.3,47.02,.5408163,1.938776,"2007-8","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2008,"12+y","Louisiana",5.16,41.92,.5382653,1.581633,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2008,"12-17y","Louisiana",4.81,38.75,.7244898,1.938776,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2008,"18-25y","Louisiana",15.2,26.14,1.454082,1.530612,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Louisiana",2008,"26+y","Louisiana",3.27,45.39,.5484694,1.989796,"2008-9","no","no",0,0,0,0,"no","no","Never MML","Never MML"
"Maine",2002,"12+y","Maine",7.95,31.33,.7372449,1.632653,"2002-3","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2002,"12-17y","Maine",10.56,26.71,1.140306,1.632653,"2002-3","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2002,"18-25y","Maine",23.22,14.91,1.658163,1.30102,"2002-3","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2002,"26+y","Maine",5.33,34.37,.8418368,2.015306,"2002-3","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2003,"12+y","Maine",8.27,33.88,.6964286,1.632653,"2003-4","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2003,"12-17y","Maine",11.69,26.7,1.229592,1.785714,"2003-4","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2003,"18-25y","Maine",24,17.02,1.683674,1.454082,"2003-4","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2003,"26+y","Maine",5.42,37.37,.8112245,2.040816,"2003-4","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2004,"12+y","Maine",8.55,31.97,.7346939,1.632653,"2004-5","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2004,"12-17y","Maine",12.27,25.49,1.293367,1.785714,"2004-5","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2004,"18-25y","Maine",24.59,15.16,1.734694,1.352041,"2004-5","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2004,"26+y","Maine",5.6,35.38,.8239796,2.015306,"2004-5","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2005,"12+y","Maine",8.97,32.25,.7423469,1.505102,"2005-6","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2005,"12-17y","Maine",10.99,28.31,1.229592,1.785714,"2005-6","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2005,"18-25y","Maine",27.66,13.62,1.811224,1.326531,"2005-6","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2005,"26+y","Maine",5.93,35.52,.8545918,1.862245,"2005-6","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
"Maine",2006,"12+y","Maine",8.29,31.73,.6785714,1.556122,"2006-7","yes","yes",0,0,0,0,"yes","yes","Already MML","MML-post"
